code,sp,dbh,h,hval,project
A041,Qpyr,NA,0.7,field,migrame
A041,Qpyr,NA,0.7,field,migrame
A041,Qpyr,NA,1.1,field,migrame
A041,Qpyr,NA,1.2,field,migrame
A041,Qpyr,NA,0.6,field,migrame
A041,Qpyr,NA,0.7,field,migrame
A041,Qpyr,NA,0.6,field,migrame
A041,Qpyr,NA,0.8,field,migrame
A041,Qpyr,NA,0.78,field,migrame
A041,Qpyr,NA,0.4,field,migrame
A041,Qpyr,NA,1.2,field,migrame
A041,Qpyr,NA,0.7,field,migrame
A041,Qpyr,NA,0.8,field,migrame
A041,Qpyr,NA,0.7,field,migrame
A041,Qpyr,NA,0.55,field,migrame
A041,Qpyr,NA,0.4,field,migrame
A041,Qpyr,NA,0.9,field,migrame
A041,Qpyr,NA,1.2,field,migrame
A041,Qpyr,NA,0.8,field,migrame
A041,Qpyr,NA,1.2,field,migrame
A041,Qpyr,NA,1.2,field,migrame
A041,Qpyr,1,0.6,field,migrame
A041,Qpyr,NA,0.9,field,migrame
P007,Qpyr,NA,0.17,field,migrame
P007,Qpyr,14,5.5,field,migrame
P007,Qpyr,4,2.23,field,migrame
P007,Qpyr,18,5.7,field,migrame
P007,Qpyr,19,6.5,field,migrame
P007,Qpyr,8,3.2,field,migrame
P007,Qpyr,4,2.1,field,migrame
P007,Qpyr,18,7,field,migrame
P007,Qpyr,18,6,field,migrame
P007,Qpyr,14,7,field,migrame
P007,Qpyr,12,6.5,field,migrame
P007,Qpyr,14,8.59,field,migrame
P007,Qilex,NA,0.2,field,migrame
P007,Qpyr,NA,0.12,field,migrame
P007,Qpyr,NA,0.36,field,migrame
P007,Qpyr,NA,0.12,field,migrame
P007,Qpyr,NA,0.22,field,migrame
P007,Qilex,NA,0.2,field,migrame
P007,Qpyr,5,2.7,field,migrame
P007,Qpyr,4,1.4,field,migrame
P007,Qpyr,19,8,field,migrame
P007,Qpyr,NA,0.15,field,migrame
P007,Qpyr,47,11,field,migrame
P007,Qpyr,42,10.5,field,migrame
P007,Qpyr,8,4,field,migrame
P007,Qpyr,NA,2.05,field,migrame
P007,Qpyr,NA,1.06,field,migrame
P007,Qpyr,38,11,field,migrame
P007,Qpyr,35,11,field,migrame
P007,Qpyr,39,11,field,migrame
P007,Qpyr,NA,0.49,field,migrame
P007,Qpyr,NA,0.2,field,migrame
P007,Qpyr,NA,0.11,field,migrame
P007,Qpyr,NA,0.25,field,migrame
P007,Qpyr,NA,0.25,field,migrame
P007,Qpyr,NA,0.4,field,migrame
P007,Qpyr,NA,1.05,field,migrame
P007,Qpyr,NA,0.2,field,migrame
P007,Qpyr,NA,0.28,field,migrame
P007,Qpyr,NA,0.78,field,migrame
P007,Qpyr,NA,0.42,field,migrame
P007,Qpyr,NA,0.21,field,migrame
P007,Qpyr,NA,0.28,field,migrame
P007,Qilex,NA,0.19,field,migrame
P007,Qpyr,NA,0.33,field,migrame
P007,Qpyr,28,8.5,field,migrame
P007,Qpyr,NA,0.32,field,migrame
P007,Qpyr,NA,0.33,field,migrame
P007,Qpyr,NA,0.48,field,migrame
P007,Qpyr,4,2,field,migrame
P007,Qpyr,3,1.8,field,migrame
P007,Qpyr,NA,0.24,field,migrame
P007,Qpyr,NA,0.2,field,migrame
P007,Qilex,NA,0.29,field,migrame
P007,Qpyr,NA,0.4,field,migrame
P007,Qpyr,4,2.1,field,migrame
P007,Qpyr,28,8.5,field,migrame
P007,Qpyr,5,2.35,field,migrame
P021,Qpyr,NA,0.46,field,migrame
P021,Qpyr,38,13,field,migrame
P021,Qpyr,23,9,field,migrame
P021,Qpyr,6,3.5,field,migrame
P021,Qpyr,9,4.7,field,migrame
P021,Qpyr,31,14,field,migrame
P021,Qpyr,6,2.5,field,migrame
P021,Qpyr,NA,0.54,field,migrame
P021,Qpyr,NA,0.25,field,migrame
P021,Qpyr,NA,0.16,field,migrame
P021,Qpyr,NA,0.7,field,migrame
P021,Qpyr,29,13,field,migrame
P021,Qpyr,NA,0.08,field,migrame
P021,Qpyr,NA,0.34,field,migrame
P021,Qpyr,3,1.2,field,migrame
P021,Qpyr,NA,0.95,field,migrame
P021,Qpyr,5,1.35,field,migrame
P021,Qpyr,3,1.3,field,migrame
P021,Qpyr,NA,0.38,field,migrame
P021,Qpyr,NA,0.58,field,migrame
P021,Qpyr,NA,0.33,field,migrame
P021,Qpyr,4,1.1,field,migrame
P021,Qpyr,NA,0.5,field,migrame
P021,Qpyr,NA,0.37,field,migrame
P021,Qpyr,NA,0.55,field,migrame
P021,Qpyr,NA,0.24,field,migrame
P021,Qpyr,3,1.4,field,migrame
P021,Qpyr,3,0.9,field,migrame
P021,Qpyr,3,0.9,field,migrame
P021,Qpyr,2,0.8,field,migrame
P021,Qpyr,2,0.8,field,migrame
P021,Qpyr,NA,0.24,field,migrame
P021,Qpyr,NA,0.15,field,migrame
P021,Qpyr,60,12,field,migrame
P021,Qpyr,60,12,field,migrame
P021,Qpyr,2,0.67,field,migrame
P021,Qpyr,84,12,field,migrame
P021,Qpyr,55,12,field,migrame
P021,Qpyr,NA,0.36,field,migrame
P021,Qpyr,NA,0.19,field,migrame
P021,Qpyr,33,11,field,migrame
P021,Qpyr,30,11,field,migrame
P021,Qpyr,NA,0.18,field,migrame
P021,Qpyr,NA,0.2,field,migrame
P021,Qpyr,NA,0.15,field,migrame
P021,Qpyr,NA,0.13,field,migrame
P021,Qpyr,NA,0.18,field,migrame
P021,Qilex,NA,0.3,field,migrame
P021,Qpyr,NA,0.75,field,migrame
P021,Qilex,NA,0.22,field,migrame
P021,Qpyr,NA,0.24,field,migrame
P022,Qpyr,105,18,field,migrame
P022,Qpyr,NA,0.7,field,migrame
P022,Qpyr,NA,0.29,field,migrame
P022,Qpyr,31,14,field,migrame
P022,Qpyr,NA,0.28,field,migrame
P022,Qpyr,NA,0.68,field,migrame
P022,Qpyr,10,5,field,migrame
P022,Qpyr,17,7.5,field,migrame
P022,Qpyr,12,8,field,migrame
P022,Qpyr,NA,0.6,field,migrame
P022,Qpyr,32,17,field,migrame
P022,Qpyr,1,0.43,field,migrame
P022,Qpyr,48,11,field,migrame
P022,Qpyr,40,12,field,migrame
P022,Qpyr,46,11.5,field,migrame
P022,Qpyr,38,11,field,migrame
P022,Qpyr,NA,1.5,field,migrame
P022,Qpyr,35,11,field,migrame
P023,Qpyr,NA,0.44,field,migrame
P023,Qpyr,NA,0.07,field,migrame
P023,Qpyr,NA,0.33,field,migrame
P023,Qpyr,3,1.4,field,migrame
P023,Qpyr,NA,0.8,field,migrame
P023,Qpyr,NA,0.25,field,migrame
P023,Qpyr,24,9,field,migrame
P023,Qpyr,33,11,field,migrame
P023,Qpyr,17,8.5,field,migrame
P023,Qpyr,3,0.55,field,migrame
P023,Qpyr,3,1.3,field,migrame
P023,Qpyr,6,3.7,field,migrame
P023,Qilex,NA,0.68,field,migrame
P023,Qpyr,NA,0.11,field,migrame
P023,Qpyr,NA,0.15,field,migrame
P023,Qpyr,NA,0.8,field,migrame
P023,Qpyr,14,6.5,field,migrame
P023,Qpyr,NA,0.3,field,migrame
P023,Qpyr,NA,0.3,field,migrame
P023,Qpyr,NA,0.3,field,migrame
P023,Qpyr,28,7.5,field,migrame
P023,Qpyr,5,2,field,migrame
P023,Qpyr,8,3,field,migrame
P023,Qpyr,20,9.5,field,migrame
P023,Qpyr,NA,0.5,field,migrame
P023,Qpyr,NA,0.08,field,migrame
P023,Qpyr,NA,0.11,field,migrame
P023,Qpyr,13,6,field,migrame
P023,Qpyr,9,3.8,field,migrame
P023,Qpyr,9,3.8,field,migrame
P023,Qpyr,NA,0.55,field,migrame
P023,Qpyr,NA,0.23,field,migrame
P023,Qpyr,4,2.5,field,migrame
P023,Qpyr,2,2,field,migrame
P023,Qpyr,4,3,field,migrame
P023,Qpyr,4,2.8,field,migrame
P023,Qpyr,9,4,field,migrame
P023,Qpyr,NA,0.07,field,migrame
P023,Qpyr,9,4.5,field,migrame
P023,Qpyr,5,3,field,migrame
P023,Qpyr,NA,0.4,field,migrame
P023,Qpyr,NA,0.12,field,migrame
P023,Qpyr,NA,0.4,field,migrame
P023,Qpyr,9,3.5,field,migrame
P023,Qpyr,9,4,field,migrame
P023,Qpyr,10,5.5,field,migrame
P023,Qpyr,NA,0.2,field,migrame
P023,Qpyr,NA,1.15,field,migrame
P023,Qpyr,6,1.7,field,migrame
P023,Qpyr,12,7,field,migrame
P023,Qpyr,14,8,field,migrame
P023,Qpyr,7,4.5,field,migrame
P023,Qpyr,7,4.5,field,migrame
P023,Qpyr,7,4.5,field,migrame
P023,Qpyr,14,7.5,field,migrame
P023,Qpyr,14,7.5,field,migrame
P023,Qpyr,14,7.5,field,migrame
P023,Qpyr,3,2,field,migrame
P023,Qpyr,3,2,field,migrame
P023,Qpyr,22,9,field,migrame
P023,Qpyr,22,9,field,migrame
P023,Qpyr,4,2,field,migrame
P023,Qpyr,4,2,field,migrame
P023,Qpyr,13,7,field,migrame
P023,Qpyr,11,6,field,migrame
P023,Qpyr,11,6,field,migrame
P023,Qpyr,10,6,field,migrame
P023,Qpyr,18,8,field,migrame
P023,Qpyr,3,2,field,migrame
P023,Qpyr,3,1.5,field,migrame
P023,Qpyr,12,6,field,migrame
P023,Qpyr,7,2.5,field,migrame
P023,Qpyr,7,2.5,field,migrame
P023,Qpyr,NA,0.58,field,migrame
P023,Qpyr,NA,0.4,field,migrame
P023,Qpyr,NA,0.6,field,migrame
P023,Qpyr,NA,0.75,field,migrame
P023,Qpyr,NA,0.35,field,migrame
P023,Qpyr,5,1.6,field,migrame
P023,Qpyr,50,11,field,migrame
P023,Qilex,NA,0.35,field,migrame
P023,Qpyr,NA,0.3,field,migrame
P023,Qpyr,NA,0.55,field,migrame
P023,Qpyr,NA,0.85,field,migrame
P023,Qpyr,20,8,field,migrame
P023,Qpyr,NA,0.55,field,migrame
P024,Qpyr,3,0.33,field,migrame
P024,Qpyr,NA,0.2,field,migrame
P024,Qilex,NA,0.3,field,migrame
P024,Qpyr,42,15,field,migrame
P024,Qpyr,NA,0.17,field,migrame
P024,Qilex,NA,0.25,field,migrame
P024,Qpyr,NA,0.47,field,migrame
P024,Qpyr,NA,0.36,field,migrame
P024,Qpyr,NA,0.7,field,migrame
P024,Qpyr,NA,0.37,field,migrame
P024,Qpyr,NA,0.78,field,migrame
P024,Qpyr,NA,0.35,field,migrame
P024,Qpyr,NA,0.29,field,migrame
P024,Qpyr,29,14,field,migrame
P024,Qpyr,NA,0.2,field,migrame
P024,Qpyr,NA,0.25,field,migrame
P024,Qpyr,NA,0.26,field,migrame
P024,Qpyr,NA,0.26,field,migrame
P024,Qpyr,NA,0.22,field,migrame
P024,Qpyr,NA,0.12,field,migrame
P024,Qpyr,17,7,field,migrame
P024,Qpyr,NA,0.2,field,migrame
P024,Qpyr,4,10,field,migrame
P024,Qilex,NA,0.33,field,migrame
P024,Qpyr,NA,0.4,field,migrame
P024,Qpyr,23,9,field,migrame
P024,Qpyr,10,4,field,migrame
P024,Qpyr,8,2,field,migrame
P024,Qpyr,18,7.5,field,migrame
P024,Qpyr,38,11,field,migrame
P024,Qpyr,6,1.5,field,migrame
P024,Qpyr,10,2.5,field,migrame
P024,Qpyr,NA,0.34,field,migrame
P024,Qpyr,NA,0.38,field,migrame
P024,Qpyr,3,0.6,field,migrame
P024,Qpyr,NA,0.26,field,migrame
P024,Qpyr,40,11,field,migrame
P026,Qpyr,17,4,field,migrame
P026,Qpyr,12,4,field,migrame
P026,Qpyr,9,3.5,field,migrame
P026,Qpyr,3,1.5,field,migrame
P026,Qpyr,14,5,field,migrame
P026,Qpyr,14,5,field,migrame
P026,Qpyr,17,5,field,migrame
P026,Qpyr,6,2.5,field,migrame
P026,Qpyr,13,4.5,field,migrame
P026,Qpyr,10,4.5,field,migrame
P026,Qpyr,3,2,field,migrame
P026,Qpyr,4,2,field,migrame
P026,Qpyr,3,1.55,field,migrame
P026,Qpyr,4,1.7,field,migrame
P026,Qpyr,6,5,field,migrame
P026,Qpyr,6,5,field,migrame
P026,Qpyr,6,5,field,migrame
P026,Qpyr,13,5,field,migrame
P026,Qpyr,13,6,field,migrame
P026,Qpyr,12,5.5,field,migrame
P026,Qpyr,6,4,field,migrame
P026,Qpyr,5,3.5,field,migrame
P026,Qpyr,7,4.3,field,migrame
P026,Qpyr,9,5.5,field,migrame
P026,Qpyr,48,11,field,migrame
P026,Qpyr,6,4.5,field,migrame
P026,Qpyr,NA,0.13,field,migrame
P026,Qpyr,5,4.5,field,migrame
P026,Qpyr,3,2.5,field,migrame
P026,Qpyr,8,5,field,migrame
P026,Qpyr,14,7,field,migrame
P026,Qpyr,12,6,field,migrame
P026,Qpyr,14,7,field,migrame
P026,Qpyr,12,9,field,migrame
P026,Qpyr,5,5,field,migrame
P026,Qpyr,13,12,field,migrame
P026,Qpyr,9,7.5,field,migrame
P026,Qpyr,6,4.5,field,migrame
P026,Qpyr,8,7,field,migrame
P026,Qpyr,7,5,field,migrame
P026,Qpyr,17,12,field,migrame
P026,Qpyr,6,4.6,field,migrame
P026,Qpyr,14,8,field,migrame
P026,Qpyr,11,7.5,field,migrame
P026,Qpyr,14,8,field,migrame
P026,Qpyr,4,4,field,migrame
P026,Qpyr,3,3,field,migrame
P026,Qpyr,5,4.5,field,migrame
P026,Qpyr,5,4.5,field,migrame
P026,Qpyr,6,4.5,field,migrame
P026,Qpyr,9,5.1,field,migrame
P026,Qpyr,10,6,field,migrame
P026,Qpyr,3,2,field,migrame
P026,Qpyr,4,2.5,field,migrame
P026,Qpyr,6,4.5,field,migrame
P026,Qpyr,14,8.5,field,migrame
P026,Qpyr,10,8.5,field,migrame
P026,Qpyr,13,8.5,field,migrame
P026,Qpyr,8,5.5,field,migrame
P026,Qpyr,4,3,field,migrame
P026,Qpyr,NA,0.29,field,migrame
P026,Qpyr,NA,0.8,field,migrame
P026,Qpyr,11,6,field,migrame
P026,Qpyr,15,8,field,migrame
P026,Qpyr,13,6.5,field,migrame
P026,Qpyr,7,5,field,migrame
P026,Qpyr,5,3.5,field,migrame
P026,Qpyr,5,2.1,field,migrame
P026,Qpyr,NA,1.1,field,migrame
P026,Qpyr,43,14,field,migrame
P026,Qpyr,NA,0.84,field,migrame
P026,Qpyr,NA,0.45,field,migrame
P026,Qpyr,NA,0.45,field,migrame
P026,Qpyr,10,5.5,field,migrame
P026,Qpyr,NA,0.32,field,migrame
P026,Qpyr,NA,0.48,field,migrame
P026,Qpyr,8,4.5,field,migrame
P026,Qpyr,NA,0.24,field,migrame
P026,Qpyr,NA,0.69,field,migrame
P026,Qpyr,NA,0.21,field,migrame
P026,Qpyr,NA,0.29,field,migrame
P026,Qpyr,4,2,field,migrame
P026,Qpyr,4,1.6,field,migrame
P026,Qpyr,5,1.8,field,migrame
P026,Qpyr,10,4.5,field,migrame
P026,Qpyr,8,4,field,migrame
P026,Qpyr,3,5,field,migrame
P026,Qpyr,NA,1.2,field,migrame
P026,Qpyr,13,5.5,field,migrame
P026,Qilex,NA,0.25,field,migrame
P026,Qilex,NA,0.4,field,migrame
P026,Qpyr,NA,0.75,field,migrame
P027,Qpyr,NA,0.3,field,migrame
P027,Qpyr,NA,0.27,field,migrame
P027,Qpyr,NA,0.5,field,migrame
P027,Qpyr,NA,0.15,field,migrame
P027,Qpyr,NA,0.23,field,migrame
P027,Qpyr,NA,0.3,field,migrame
P027,Qpyr,47,12,field,migrame
P027,Qpyr,42,12,field,migrame
P027,Qpyr,50,12,field,migrame
P027,Qpyr,NA,0.37,field,migrame
P027,Qpyr,NA,0.08,field,migrame
P027,Qpyr,NA,0.18,field,migrame
P027,Qpyr,60,11.5,field,migrame
P027,Qpyr,NA,0.28,field,migrame
P027,Qpyr,NA,0.32,field,migrame
P027,Qpyr,NA,0.28,field,migrame
P027,Qpyr,NA,0.22,field,migrame
P027,Qilex,NA,0.5,field,migrame
P027,Qpyr,NA,0.25,field,migrame
P027,Qpyr,NA,0.37,field,migrame
P027,Qpyr,34,11,field,migrame
P027,Qpyr,NA,0.4,field,migrame
P027,Qpyr,NA,0.4,field,migrame
P027,Qpyr,NA,0.5,field,migrame
P027,Qpyr,NA,0.35,field,migrame
P027,Qpyr,NA,0.3,field,migrame
P027,Qpyr,NA,0.2,field,migrame
P027,Qpyr,NA,0.2,field,migrame
P027,Qpyr,NA,0.15,field,migrame
P027,Qpyr,NA,0.36,field,migrame
P027,Qpyr,12,2.25,field,migrame
P027,Qpyr,NA,0.46,field,migrame
P027,Qpyr,NA,0.52,field,migrame
P027,Qpyr,NA,0.41,field,migrame
P027,Qpyr,NA,0.42,field,migrame
P027,Qpyr,NA,0.85,field,migrame
P027,Qpyr,2,0.6,field,migrame
P027,Qpyr,NA,0.3,field,migrame
P027,Qpyr,NA,0.62,field,migrame
P027,Qpyr,NA,0.34,field,migrame
P027,Qpyr,NA,0.35,field,migrame
P027,Qpyr,3,1.32,field,migrame
P027,Qpyr,70,11.5,field,migrame
P027,Qpyr,44,10.5,field,migrame
P027,Qpyr,42,11,field,migrame
P027,Qpyr,NA,0.2,field,migrame
P027,Qpyr,NA,0.13,field,migrame
P027,Qpyr,NA,0.13,field,migrame
P027,Qpyr,NA,0.13,field,migrame
P027,Qpyr,NA,0.13,field,migrame
P027,Qpyr,NA,0.17,field,migrame
P027,Qpyr,NA,0.17,field,migrame
P027,Qpyr,NA,0.17,field,migrame
P027,Qpyr,NA,0.17,field,migrame
P027,Qpyr,NA,0.18,field,migrame
P027,Qpyr,NA,0.12,field,migrame
P027,Qpyr,NA,0.12,field,migrame
P027,Qpyr,8,4.3,field,migrame
P027,Qpyr,NA,0.38,field,migrame
P027,Qpyr,NA,0.24,field,migrame
P027,Qpyr,NA,0.15,field,migrame
P027,Qpyr,NA,0.15,field,migrame
P027,Qpyr,NA,0.15,field,migrame
P027,Qpyr,NA,0.33,field,migrame
P027,Qpyr,NA,0.4,field,migrame
P027,Qpyr,NA,0.25,field,migrame
P027,Qpyr,NA,0.15,field,migrame
P027,Qpyr,42,16,field,migrame
P027,Qpyr,NA,0.18,field,migrame
P027,Qpyr,NA,0.21,field,migrame
P027,Qpyr,NA,0.12,field,migrame
P027,Qpyr,NA,0.25,field,migrame
P027,Qpyr,NA,0.27,field,migrame
P027,Qpyr,NA,0.34,field,migrame
P027,Qpyr,NA,0.32,field,migrame
P027,Qpyr,NA,0.33,field,migrame
P027,Qpyr,NA,0.22,field,migrame
P027,Qpyr,NA,0.22,field,migrame
P027,Qpyr,9,4.3,field,migrame
P027,Qpyr,42,18,field,migrame
P028,Qpyr,25,8,field,migrame
P028,Qpyr,24,6,field,migrame
P028,Qpyr,3,1.32,field,migrame
P028,Qpyr,4,1.61,field,migrame
P028,Qpyr,12,5.5,field,migrame
P028,Qpyr,5,1.33,field,migrame
P028,Qilex,NA,0.19,field,migrame
P028,Qpyr,NA,0.33,field,migrame
P028,Qpyr,15,6.6,field,migrame
P028,Qpyr,32,7.5,field,migrame
P028,Qpyr,19,4.6,field,migrame
P028,Qpyr,21,4.8,field,migrame
P028,Qpyr,28,5.7,field,migrame
P028,Qpyr,10,3.5,field,migrame
P028,Qpyr,4,1.43,field,migrame
P028,Qpyr,3,1.17,field,migrame
P028,Qpyr,3,1.68,field,migrame
P028,Qpyr,6,1.37,field,migrame
P028,Qpyr,36,10.5,field,migrame
P028,Qpyr,29,6.5,field,migrame
P028,Qpyr,13,6,field,migrame
P028,Qpyr,9,3.8,field,migrame
P028,Qpyr,30,12,field,migrame
P028,Qpyr,8,2.3,field,migrame
P028,Qpyr,24,4.7,field,migrame
P028,Qpyr,11,3.5,field,migrame
P028,Qpyr,21,5.5,field,migrame
P028,Qpyr,20,4.5,field,migrame
P028,Qpyr,25,4.3,field,migrame
P030,Qpyr,38,12,field,migrame
P030,Qpyr,41,11.5,field,migrame
P030,Qpyr,39,11,field,migrame
P030,Qpyr,33,10.5,field,migrame
P030,Qpyr,23,9,field,migrame
P030,Qpyr,11,6,field,migrame
P030,Qpyr,17,6.5,field,migrame
P030,Qpyr,48,9.5,field,migrame
P030,Qpyr,17,6,field,migrame
P030,Qpyr,16,6.5,field,migrame
P030,Qpyr,19,8.5,field,migrame
P030,Qpyr,17,6,field,migrame
P030,Qpyr,16,5,field,migrame
P030,Qpyr,4,1.23,field,migrame
P030,Qpyr,21,8.5,field,migrame
P030,Qpyr,18,8,field,migrame
P030,Qpyr,35,11,field,migrame
P030,Qpyr,35,10,field,migrame
P030,Qpyr,35,10,field,migrame
P030,Qpyr,36,11,field,migrame
P030,Qpyr,8,4,field,migrame
P030,Qpyr,16,7.5,field,migrame
P030,Qpyr,3,1.94,field,migrame
P031,Qpyr,2,1.27,field,migrame
P031,Qpyr,3.5,1.55,field,migrame
P031,Qpyr,13,4,field,migrame
P031,Qpyr,27,4.36,field,migrame
P031,Qpyr,36,4.5,field,migrame
P031,Qpyr,5,1.84,field,migrame
P031,Qpyr,4,1.52,field,migrame
P031,Qpyr,9,2.5,field,migrame
P031,Qpyr,6,2.06,field,migrame
P031,Qpyr,8,1.82,field,migrame
P031,Qpyr,7,2.5,field,migrame
P031,Qpyr,4,1.9,field,migrame
P031,Qpyr,5,2.3,field,migrame
P031,Qpyr,5,2,field,migrame
P031,Qpyr,12,4.5,field,migrame
P031,Qpyr,12,4.5,field,migrame
P031,Qpyr,9,4,field,migrame
P031,Qpyr,9,4.5,field,migrame
P031,Qpyr,10,5,field,migrame
P031,Qpyr,10,3.8,field,migrame
P031,Qpyr,5,1.8,field,migrame
P031,Qpyr,23,8.5,field,migrame
P031,Qpyr,13,3.7,field,migrame
P031,Qpyr,41,5.5,field,migrame
P031,Qpyr,6,1.95,field,migrame
P031,Qpyr,7,3,field,migrame
P031,Qpyr,5,3.1,field,migrame
P031,Qpyr,8,1.97,field,migrame
P031,Qpyr,27,10,field,migrame
P031,Qpyr,4,1.62,field,migrame
P031,Qpyr,3,1.83,field,migrame
P031,Qpyr,12,3.4,field,migrame
P031,Qpyr,3,1.25,field,migrame
P031,Qpyr,8,4,field,migrame
P031,Qpyr,9,3.8,field,migrame
P031,Qpyr,9,3.8,field,migrame
P031,Qpyr,6,2.5,field,migrame
P031,Qpyr,8,4,field,migrame
P031,Qpyr,8,4,field,migrame
P031,Qpyr,4,2,field,migrame
P031,Qpyr,4,1.8,field,migrame
P031,Qpyr,9,4,field,migrame
P031,Qpyr,4,1.7,field,migrame
P031,Qpyr,13,4.2,field,migrame
P031,Qpyr,9,4,field,migrame
P031,Qpyr,23,8,field,migrame
P031,Qpyr,5,2,field,migrame
P031,Qpyr,21,8.5,field,migrame
P031,Qpyr,22,9,field,migrame
P033,Qpyr,3,1.56,field,migrame
P033,Qpyr,6,1.97,field,migrame
P033,Qpyr,4,1.42,field,migrame
P033,Qpyr,38,12,field,migrame
P033,Qpyr,18,6,field,migrame
P033,Qpyr,11,5,field,migrame
P033,Qpyr,7,3,field,migrame
P033,Qpyr,49,13,field,migrame
P033,Qpyr,NA,0.57,field,migrame
P033,Qpyr,7,3.5,field,migrame
P033,Qpyr,14,5.5,field,migrame
P033,Qpyr,NA,1.1,field,migrame
P033,Qpyr,NA,1.56,field,migrame
P033,Qpyr,14,5.5,field,migrame
P033,Qpyr,17,6,field,migrame
P033,Qpyr,10,4.5,field,migrame
P033,Qpyr,20,7,field,migrame
P033,Qpyr,NA,1.66,field,migrame
P033,Qpyr,16,8.5,field,migrame
P033,Qpyr,32,11,field,migrame
P033,Qpyr,33,12,field,migrame
P033,Qpyr,8,3,field,migrame
P033,Qpyr,8,3.5,field,migrame
P033,Qpyr,6,2,field,migrame
P033,Qpyr,8,4,field,migrame
P033,Qpyr,8,4,field,migrame
P033,Qpyr,15,6.5,field,migrame
P033,Qpyr,10,5,field,migrame
P033,Qpyr,14,5,field,migrame
P033,Qpyr,5,1.8,field,migrame
P033,Qpyr,5,1.8,field,migrame
P033,Qpyr,9,2.5,field,migrame
P034,Qpyr,NA,0.25,field,migrame
P034,Qpyr,38,17,field,migrame
P034,Qpyr,34,17,field,migrame
P034,Qpyr,NA,0.3,field,migrame
P034,Qilex,NA,0.26,field,migrame
P034,Qilex,NA,0.23,field,migrame
P034,Qpyr,NA,0.12,field,migrame
P034,Qpyr,NA,0.21,field,migrame
P034,Qpyr,NA,0.06,field,migrame
P034,Qpyr,NA,0.38,field,migrame
P034,Qpyr,36,17,field,migrame
P034,Qpyr,2,0.9,field,migrame
P034,Qpyr,NA,0.3,field,migrame
P034,Qpyr,NA,0.33,field,migrame
P034,Qpyr,NA,0.12,field,migrame
P034,Qpyr,NA,0.46,field,migrame
P034,Qpyr,NA,0.42,field,migrame
P034,Qpyr,36,14,field,migrame
P034,Qpyr,NA,0.31,field,migrame
P034,Qpyr,NA,0.35,field,migrame
P034,Qilex,NA,0.32,field,migrame
P034,Qpyr,NA,0.31,field,migrame
P034,Qpyr,NA,0.18,field,migrame
P034,Qpyr,NA,0.42,field,migrame
P034,Qilex,NA,0.28,field,migrame
P034,Qpyr,NA,0.18,field,migrame
P034,Qpyr,NA,0.16,field,migrame
P034,Qpyr,46,13,field,migrame
P034,Qilex,NA,0.28,field,migrame
P034,Qpyr,NA,0.07,field,migrame
P034,Qpyr,NA,0.2,field,migrame
P034,Qpyr,NA,0.14,field,migrame
P034,Qpyr,NA,0.14,field,migrame
P034,Qilex,NA,0.58,field,migrame
P034,Qpyr,NA,0.12,field,migrame
P034,Qpyr,NA,0.16,field,migrame
P034,Qpyr,NA,0.43,field,migrame
P034,Qilex,NA,0.16,field,migrame
P034,Qilex,NA,0.18,field,migrame
P034,Qpyr,50,14,field,migrame
P034,Qpyr,NA,0.11,field,migrame
P034,Qpyr,42,17,field,migrame
P034,Qilex,NA,0.27,field,migrame
P034,Qilex,NA,0.25,field,migrame
P034,Qilex,NA,0.25,field,migrame
P034,Qpyr,35,12,field,migrame
P034,Qpyr,NA,0.4,field,migrame
P034,Qpyr,NA,0.15,field,migrame
P034,Qpyr,NA,0.17,field,migrame
P034,Qpyr,NA,0.23,field,migrame
P034,Qpyr,NA,0.18,field,migrame
P034,Qpyr,NA,0.25,field,migrame
P034,Qpyr,NA,0.3,field,migrame
P034,Qpyr,6,2,field,migrame
P034,Qilex,NA,0.22,field,migrame
P034,Qpyr,NA,0.6,field,migrame
P034,Qpyr,1,1.1,field,migrame
P034,Qpyr,NA,0.6,field,migrame
P034,Qpyr,NA,0.3,field,migrame
P034,Qpyr,NA,0.25,field,migrame
P034,Qpyr,NA,0.3,field,migrame
P034,Qpyr,NA,0.15,field,migrame
P034,Qpyr,NA,0.46,field,migrame
P034,Qpyr,NA,0.46,field,migrame
P034,Qpyr,NA,0.46,field,migrame
P034,Qpyr,NA,0.18,field,migrame
P034,Qpyr,NA,0.17,field,migrame
P034,Qilex,NA,0.18,field,migrame
P034,Qpyr,62,15,field,migrame
P034,Qilex,NA,0.8,field,migrame
P034,Qpyr,NA,0.25,field,migrame
P034,Qpyr,56,15,field,migrame
P034,Qpyr,58,12,field,migrame
P034,Qpyr,NA,0.43,field,migrame
P034,Qpyr,NA,0.22,field,migrame
P034,Qilex,NA,0.47,field,migrame
P034,Qpyr,NA,0.2,field,migrame
P034,Qpyr,NA,0.35,field,migrame
P034,Qpyr,47,9,field,migrame
P034,Qpyr,NA,0.3,field,migrame
P034,Qpyr,NA,0.22,field,migrame
P034,Qpyr,NA,0.45,field,migrame
P035,Qpyr,44,12,field,migrame
P035,Qpyr,56,11,field,migrame
P035,Qpyr,27,9.5,field,migrame
P035,Qpyr,20,8.5,field,migrame
P035,Qpyr,20,9,field,migrame
P035,Qpyr,22,8,field,migrame
P035,Qpyr,8,4.3,field,migrame
P035,Qpyr,8,4,field,migrame
P035,Qpyr,31,13,field,migrame
